// SOMLIT somlit.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// hydro Export by Nicolas SAVOYE,30/05/2024,14:22:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_SITE,DATE,HEURE,COEF_MAREE,MAREE,PROF_TEXT,PROF_NUM,nomSite*,gpsLat*,gpsLong*,T,qT,S,qS,O,qO,PH,qPH,NH4,qNH4,NO3,qNO3,NO2,qNO2,PO4,qPO4,SIOH4,qSIOH4,COP,qCOP,NOP,qNOP,MES,qMES,DN15,qDN15,DC13,qDC13,CN,qCN,CHLA,qCHLA,PHEO,qPHEO
//,(yyyy-mm-dd),(hh:mm:ss),-,-,-,m,,(wgs84),(wgs84),°C,,PSU,,ml/l,,,,µmol/l,,µmol/l,,µmol/l,,µmol/l,,µmol/l,,µg/l,,µg/l,,mg/l,,‰,,‰,,(moles/moles),,µg/l,,µg/l,
6,15/01/1997,14:40:00,73,BM,S,1,Eyrac,44.6641,-1.14313,7.3,7,24.5,7,999999,9,999999,9,999999,9,0.45,7,0.05,7,0.12,7,999999,9,999999,9,999999,9,2.51,7,999999,9,999999,9,999999,9,1.42,7,999999,9
6,15/01/1997,09:12:00,73,PM,S,1,Eyrac,44.6641,-1.14313,8.1,2,27.4,2,999999,9,999999,9,999999,9,0.34,2,999999,9,0.1,2,999999,9,999999,9,999999,9,3.12,2,999999,9,999999,9,999999,9,999999,9,999999,9
6,15/01/1997,14:40:00,73,BM,F,6,Eyrac,44.6641,-1.14313,7.4,7,24.3,7,999999,9,999999,9,999999,9,0.63,7,0.04,7,0.22,7,999999,9,999999,9,999999,9,2.02,7,999999,9,999999,9,999999,9,1.91,7,999999,9
6,15/01/1997,09:12:00,73,PM,F,6,Eyrac,44.6641,-1.14313,8.3,2,27.7,2,999999,9,999999,9,999999,9,0.55,2,999999,9,0.16,2,999999,9,999999,9,999999,9,13.98,2,999999,9,999999,9,999999,9,999999,9,999999,9
6,19/02/1997,08:55:00,59,BM,S,1,Eyrac,44.6641,-1.14313,9.9,7,26,7,7.52,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,3.54,7,999999,9,999999,9,999999,9,999999,9,999999,9
6,19/02/1997,15:00:00,64,PM,S,1,Eyrac,44.6641,-1.14313,12,2,30.6,2,7.33,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,3.01,2,999999,9,999999,9,999999,9,999999,9,999999,9
6,19/02/1997,08:55:00,59,BM,F,6,Eyrac,44.6641,-1.14313,10.1,7,25.6,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,13.33,7,999999,9,999999,9,999999,9,999999,9,999999,9
6,19/02/1997,15:00:00,64,PM,F,6,Eyrac,44.6641,-1.14313,11.7,2,31.1,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,2.55,2,999999,9,999999,9,999999,9,0.01,3,999999,9
6,26/03/1997,11:44:00,89,BM,S,1,Eyrac,44.6641,-1.14313,13.2,7,29.4,7,5.83,7,999999,9,999999,9,1.23,7,0.06,7,0.26,7,999999,9,999999,9,999999,9,11.48,7,999999,9,999999,9,999999,9,999999,9,999999,9
6,26/03/1997,05:40:00,89,PM,S,1,Eyrac,44.6641,-1.14313,12.8,2,33.7,2,6.31,2,999999,9,999999,9,1.21,2,0.06,2,0.19,2,999999,9,999999,9,999999,9,33.47,2,999999,9,999999,9,999999,9,0.01,3,999999,9
6,26/03/1997,05:40:00,89,PM,F,6,Eyrac,44.6641,-1.14313,12.3,2,34.2,2,999999,9,999999,9,999999,9,1.39,2,999999,9,0.26,2,999999,9,999999,9,999999,9,24,2,999999,9,999999,9,999999,9,0.01,3,999999,9
6,26/03/1997,11:44:00,89,BM,F,6,Eyrac,44.6641,-1.14313,13.2,7,29.4,7,999999,9,999999,9,999999,9,1.44,7,0.05,7,0.28,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,2.08,7,999999,9
6,23/04/1997,10:30:00,87,BM,S,1,Eyrac,44.6641,-1.14313,12.8,7,32.3,7,999999,9,999999,9,999999,9,0.98,7,0.05,7,0.41,7,999999,9,999999,9,999999,9,6.8,7,999999,9,999999,9,999999,9,2.08,7,999999,9
6,23/04/1997,05:50:00,87,PM,S,1,Eyrac,44.6641,-1.14313,12.5,2,34.1,2,999999,9,999999,9,999999,9,0.85,2,999999,9,0.35,2,999999,9,999999,9,999999,9,29.28,2,999999,9,999999,9,999999,9,11.13,2,999999,9
6,23/04/1997,10:30:00,87,BM,F,6,Eyrac,44.6641,-1.14313,12.9,7,32.4,7,999999,9,999999,9,999999,9,1.02,7,0.03,7,0.54,7,999999,9,999999,9,999999,9,10.2,7,999999,9,999999,9,999999,9,2.52,7,999999,9
6,23/04/1997,05:50:00,87,PM,F,6,Eyrac,44.6641,-1.14313,12.2,2,34.1,2,999999,9,999999,9,999999,9,0.97,2,999999,9,0.38,2,999999,9,999999,9,999999,9,14.35,2,999999,9,999999,9,999999,9,2.42,2,999999,9
6,16/05/1997,05:30:00,38,BM,S,1,Eyrac,44.6641,-1.14313,17.1,7,31.5,7,6.24,7,999999,9,999999,9,1.87,7,0.02,7,0.25,7,999999,9,999999,9,999999,9,2.07,7,999999,9,999999,9,999999,9,2.23,7,999999,9
6,16/05/1997,12:20:00,38,PM,S,1,Eyrac,44.6641,-1.14313,17.4,2,33,2,6,2,999999,9,999999,9,1.67,2,999999,9,0.21,2,999999,9,999999,9,999999,9,2.12,2,999999,9,999999,9,999999,9,2.34,2,999999,9
6,16/05/1997,05:30:00,38,BM,F,6,Eyrac,44.6641,-1.14313,17.1,7,31.5,7,5.79,7,999999,9,999999,9,2.01,7,0.03,7,0.24,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.73,7,999999,9
6,16/05/1997,12:20:00,38,PM,F,6,Eyrac,44.6641,-1.14313,17,2,33,2,5.71,2,999999,9,999999,9,1.95,2,999999,9,0.22,2,999999,9,999999,9,999999,9,1.86,2,999999,9,999999,9,999999,9,2.24,2,999999,9
6,19/06/1997,09:15:00,72,BM,S,1,Eyrac,44.6641,-1.14313,21,7,31.3,7,999999,9,999999,9,999999,9,0.57,7,0.07,7,0.59,7,999999,9,999999,9,999999,9,9.69,7,999999,9,999999,9,999999,9,1.83,7,999999,9
6,19/06/1997,14:55:00,77,PM,S,1,Eyrac,44.6641,-1.14313,20.1,2,999999,9,999999,9,999999,9,999999,9,0.58,2,0.05,2,0.45,2,999999,9,999999,9,999999,9,13.13,2,999999,9,999999,9,999999,9,2.62,2,999999,9
6,19/06/1997,09:15:00,72,BM,F,6,Eyrac,44.6641,-1.14313,21,7,31.3,7,999999,9,999999,9,999999,9,0.64,7,0.06,7,0.67,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,2.98,7,999999,9
6,19/06/1997,14:55:00,77,PM,F,6,Eyrac,44.6641,-1.14313,20.5,2,999999,9,999999,9,999999,9,999999,9,0.59,2,0.05,2,0.57,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.92,2,999999,9
6,18/07/1997,08:45:00,74,BM,S,1,Eyrac,44.6641,-1.14313,21.5,7,28.7,7,5.48,7,999999,9,999999,9,0.71,7,0.07,7,0.63,7,17.7,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,2.36,7,999999,9
6,18/07/1997,15:10:00,74,PM,S,1,Eyrac,44.6641,-1.14313,20.4,2,33.4,2,999999,9,999999,9,999999,9,0.62,2,0.06,2,0.56,2,1.45,7,999999,9,999999,9,19.29,2,999999,9,999999,9,999999,9,2.93,2,999999,9
6,18/07/1997,15:10:00,74,PM,F,6,Eyrac,44.6641,-1.14313,20,2,33.8,2,999999,9,999999,9,999999,9,0.59,2,999999,9,0.59,2,3.34,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,2.63,2,999999,9
6,18/07/1997,08:45:00,74,BM,F,6,Eyrac,44.6641,-1.14313,21.4,7,29,7,5.18,7,999999,9,999999,9,0.76,7,0.07,7,0.57,7,16.1,7,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.01,7,999999,9
6,24/09/1997,16:08:00,43,BM,S,1,Eyrac,44.6641,-1.14313,22.2,7,33,7,5.97,7,8.19,7,999999,9,0.29,7,0.08,7,0.85,7,999999,9,270,2,999999,9,5.93,7,999999,9,999999,9,999999,9,2.19,7,999999,9
6,24/09/1997,10:10:00,43,PM,S,1,Eyrac,44.6641,-1.14313,21,2,33.9,2,4.45,2,8.11,2,999999,9,0.03,0,0.05,2,0.5,2,999999,9,190,2,999999,9,12.46,2,999999,9,999999,9,999999,9,1.84,2,999999,9
6,24/09/1997,10:10:00,43,PM,F,6,Eyrac,44.6641,-1.14313,20.75,2,34.3,2,4.35,2,8.11,2,999999,9,0.09,2,0.06,2,0.52,2,999999,9,260,2,999999,9,8,2,999999,9,999999,9,999999,9,2.06,2,999999,9
6,24/09/1997,16:08:00,43,BM,F,6,Eyrac,44.6641,-1.14313,22.1,7,33,7,5.33,7,8.16,7,999999,9,0.67,7,0.11,7,0.86,7,999999,9,350,7,999999,9,12.45,7,999999,9,999999,9,999999,9,2.54,7,999999,9
6,10/10/1997,16:15:00,41,BM,S,1,Eyrac,44.6641,-1.14313,20.35,7,32.8,7,4.5,7,8.04,7,999999,9,0.41,7,0.08,7,0.75,7,999999,9,410,7,999999,9,16.27,7,999999,9,999999,9,999999,9,0.83,7,999999,9
6,10/10/1997,10:45:00,41,PM,S,1,Eyrac,44.6641,-1.14313,20,2,34,2,3.97,2,8.12,2,999999,9,0.1,2,0.06,2,0.38,2,999999,9,290,2,999999,9,8.8,2,999999,9,999999,9,999999,9,8.7,2,999999,9
6,10/10/1997,10:45:00,41,PM,F,6,Eyrac,44.6641,-1.14313,19.95,2,34,2,4.44,2,8.04,2,999999,9,0.1,2,0.07,2,0.45,2,999999,9,280,2,999999,9,6.67,2,999999,9,999999,9,999999,9,2.62,2,999999,9
6,10/10/1997,16:15:00,41,BM,F,6,Eyrac,44.6641,-1.14313,20.5,7,32.9,7,4.4,7,8.02,7,999999,9,0.32,7,0.09,7,0.79,7,999999,9,450,7,999999,9,15.07,7,999999,9,999999,9,999999,9,2.16,7,999999,9
6,16/10/1997,10:05:00,111,BM,S,1,Eyrac,44.6641,-1.14313,16.45,7,32.2,7,4.36,7,7.9,7,999999,9,0.45,7,0.07,7,0.65,7,999999,9,470,7,999999,9,17.91,7,999999,9,999999,9,999999,9,999999,9,999999,9
6,16/10/1997,04:17:00,111,PM,S,1,Eyrac,44.6641,-1.14313,17.1,2,33.7,2,5.22,2,8.23,2,999999,9,0.4,2,0.06,2,0.53,2,999999,9,350,2,999999,9,6.84,2,999999,9,999999,9,999999,9,2.19,2,999999,9
6,16/10/1997,10:05:00,111,BM,F,6,Eyrac,44.6641,-1.14313,16.45,7,32.7,7,4.34,7,7.82,7,999999,9,0.4,7,0.08,7,0.7,7,999999,9,410,7,999999,9,8.3,7,999999,9,999999,9,999999,9,0.99,7,999999,9
6,16/10/1997,04:17:00,111,PM,F,6,Eyrac,44.6641,-1.14313,17.2,2,34,2,4.61,2,8.24,2,999999,9,0.41,2,0.06,2,0.61,2,999999,9,340,2,999999,9,14.13,2,999999,9,999999,9,999999,9,2.06,2,999999,9
6,13/11/1997,09:09:00,100,BM,S,1,Eyrac,44.6641,-1.14313,11.5,7,30.3,7,5.04,7,8.02,7,999999,9,2.43,7,0.15,7,0.2,7,999999,9,550,7,999999,9,12.53,7,999999,9,999999,9,999999,9,1.7,7,999999,9
6,13/11/1997,14:28:00,100,PM,S,1,Eyrac,44.6641,-1.14313,13.05,2,33.4,2,5.97,2,8.13,2,999999,9,2.1,2,0.15,2,0.1,2,999999,9,330,2,999999,9,9.42,2,999999,9,999999,9,999999,9,3.07,2,999999,9
6,13/11/1997,09:09:00,100,BM,F,6,Eyrac,44.6641,-1.14313,11.55,7,31.4,7,999999,9,7.84,7,999999,9,2.97,7,0.14,7,0.14,7,999999,9,710,7,999999,9,16.26,7,999999,9,999999,9,999999,9,1.3,7,999999,9
6,13/11/1997,14:28:00,100,PM,F,6,Eyrac,44.6641,-1.14313,13.45,2,33.7,2,5.98,2,8.05,2,999999,9,3.82,2,0.18,2,0.28,2,999999,9,410,2,999999,9,32.65,2,999999,9,999999,9,999999,9,2.18,2,999999,9
6,27/11/1997,08:19:00,64,BM,S,1,Eyrac,44.6641,-1.14313,11.8,7,26.6,7,5.62,7,8.11,7,999999,9,2.37,7,0.19,7,0.27,7,999999,9,280,7,999999,9,22.55,7,999999,9,999999,9,999999,9,2.69,7,999999,9
6,27/11/1997,14:50:00,68,PM,S,1,Eyrac,44.6641,-1.14313,13.35,2,32.3,2,5.59,2,8.22,2,999999,9,1.98,2,0.14,2,0.18,2,999999,9,270,2,999999,9,7.65,2,999999,9,999999,9,999999,9,3.42,2,999999,9
6,27/11/1997,08:19:00,64,BM,F,6,Eyrac,44.6641,-1.14313,11.9,7,29.8,7,5.64,7,7.69,7,999999,9,2.94,7,0.17,7,0.3,7,999999,9,280,7,999999,9,8.09,7,999999,9,999999,9,999999,9,3.09,7,999999,9
6,27/11/1997,14:50:00,68,PM,F,6,Eyrac,44.6641,-1.14313,13.55,2,32.9,2,5.67,2,8.17,2,999999,9,2.42,2,0.15,2,0.31,2,999999,9,320,2,999999,9,10.58,2,999999,9,999999,9,999999,9,0.11,3,999999,9
6,08/12/1997,17:00:00,56,BM,S,1,Eyrac,44.6641,-1.14313,9,7,28.1,7,6.71,7,8.21,7,999999,9,6.54,7,0.25,7,0.14,7,999999,9,280,7,999999,9,25.76,7,999999,9,999999,9,999999,9,0.01,7,999999,9
6,08/12/1997,11:04:00,56,PM,S,1,Eyrac,44.6641,-1.14313,10.7,2,32.4,2,5.99,2,8.15,2,999999,9,5.7,2,0.2,2,0.11,2,999999,9,270,2,999999,9,10.01,2,999999,9,999999,9,999999,9,1.92,2,999999,9
6,08/12/1997,11:04:00,56,PM,F,6,Eyrac,44.6641,-1.14313,10.95,2,33.2,2,6.01,2,7.72,2,999999,9,4.96,2,0.2,2,0.19,2,999999,9,340,2,999999,9,29.21,2,999999,9,999999,9,999999,9,0.64,2,999999,9
6,08/12/1997,17:00:00,56,BM,F,6,Eyrac,44.6641,-1.14313,9.35,7,28.3,7,6.73,7,7.95,7,999999,9,5.25,7,0.3,7,0.12,7,999999,9,480,7,999999,9,18.09,7,999999,9,999999,9,999999,9,1.04,7,999999,9
6,16/12/1997,11:45:00,91,BM,S,1,Eyrac,44.6641,-1.14313,7.25,7,25.7,7,6.53,7,8.13,7,999999,9,11.2,7,0.35,7,0.21,7,999999,9,460,7,999999,9,34.98,7,999999,9,999999,9,999999,9,2.29,7,999999,9
6,16/12/1997,05:55:00,91,PM,S,1,Eyrac,44.6641,-1.14313,9.8,2,31.4,2,6.11,2,8.23,2,999999,9,10.1,2,0.2,2,0.15,2,999999,9,310,2,999999,9,8.78,2,999999,9,999999,9,999999,9,1.25,2,999999,9
6,16/12/1997,05:55:00,91,PM,F,6,Eyrac,44.6641,-1.14313,10.6,2,32.9,2,6.08,2,8,2,999999,9,7.1,2,0.25,2,0.13,2,999999,9,370,2,999999,9,12.14,2,999999,9,999999,9,999999,9,0.9,2,999999,9
6,16/12/1997,11:45:00,91,BM,F,6,Eyrac,44.6641,-1.14313,7,7,26.1,7,6.48,7,7.92,7,999999,9,7.19,7,0.25,7,0.29,7,999999,9,510,7,999999,9,13.12,7,999999,9,999999,9,999999,9,0.4,7,999999,9
10,13/03/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.21,2,37.39,2,999999,9,999999,9,0.32,2,0.63,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.64,2,999999,9
10,13/03/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,13.24,2,37.34,2,999999,9,999999,9,0.22,2,0.65,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.61,2,999999,9
10,20/03/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.38,2,37.4,2,999999,9,999999,9,0.47,2,0.82,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.99,2,999999,9
10,20/03/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,13.51,2,37.38,2,999999,9,999999,9,0.27,2,0.69,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.99,2,999999,9
10,25/03/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.42,2,37.44,2,999999,9,999999,9,0.27,2,0.65,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.61,2,999999,9
10,25/03/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,13.42,2,37.47,2,999999,9,999999,9,0.23,2,0.61,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.61,2,999999,9
10,01/04/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.42,2,37.47,2,999999,9,999999,9,0.31,2,0.47,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.83,2,999999,9
10,01/04/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,13.65,2,37.5,2,999999,9,999999,9,0.06,2,0.09,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.11,2,999999,9
10,08/04/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.64,2,37.5,2,999999,9,999999,9,0.23,2,0.09,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.38,2,999999,9
10,08/04/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.11,2,37.48,2,999999,9,999999,9,0.07,2,0.13,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.85,2,999999,9
10,15/04/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.89,2,37.53,2,999999,9,999999,9,0.34,2,0.26,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.67,2,999999,9
10,15/04/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.11,2,37.54,2,999999,9,999999,9,0.02,2,0.23,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.71,2,999999,9
10,22/04/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,13.89,2,37.53,2,999999,9,999999,9,0.21,2,0.28,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.86,2,999999,9
10,22/04/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.11,2,37.54,2,999999,9,999999,9,0.16,2,0.31,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.04,2,999999,9
10,29/04/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.6,2,37.34,2,999999,9,999999,9,0.09,2,0.18,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.85,2,999999,9
10,29/04/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.63,2,37.38,2,999999,9,999999,9,0.11,2,0.19,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.83,2,999999,9
10,06/05/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.16,2,37.65,2,999999,9,999999,9,0.27,2,0.29,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.65,2,999999,9
10,06/05/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.5,2,37.64,2,999999,9,999999,9,0.17,2,0.15,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.55,2,999999,9
10,13/05/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.28,2,37.7,2,999999,9,999999,9,0.19,2,0.58,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.68,2,999999,9
10,13/05/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,14.66,2,37.67,2,999999,9,999999,9,0.12,2,0.29,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.87,2,999999,9
10,21/05/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.45,2,37.62,2,999999,9,999999,9,0.27,2,0.26,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.85,2,999999,9
10,21/05/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,16.14,2,36.54,2,999999,9,999999,9,0.07,2,0.15,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.59,2,999999,9
10,27/05/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.74,2,37.49,2,999999,9,999999,9,0.07,2,0.12,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.98,2,999999,9
10,27/05/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,16.96,2,36.51,2,999999,9,999999,9,0.03,2,0.09,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.58,2,999999,9
10,03/06/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,15.59,2,37.51,2,999999,9,999999,9,0.26,2,0.25,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.83,2,999999,9
10,03/06/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,18.26,2,36.77,2,999999,9,999999,9,0.08,2,0.2,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.59,2,999999,9
10,10/06/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,18.12,2,37.17,2,999999,9,999999,9,0.11,2,0.24,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.52,2,999999,9
10,10/06/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,19.86,2,35.92,2,999999,9,999999,9,0.05,2,0.33,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,1.16,2,999999,9
10,17/06/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,16.74,2,37.43,2,999999,9,999999,9,0.21,2,0.18,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.32,2,999999,9
10,17/06/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,20.99,2,35.4,2,999999,9,999999,9,0.002,0,0.21,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.54,2,999999,9
10,24/06/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,17.72,2,37.57,2,999999,9,999999,9,0.26,2,0.19,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.29,2,999999,9
10,24/06/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,19.71,2,36.73,2,999999,9,999999,9,0.08,2,0.1,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.12,2,999999,9
10,01/07/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,16.72,2,37.61,2,999999,9,999999,9,0.05,2,999999,1,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.49,2,999999,9
10,01/07/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,19.11,2,37.32,2,999999,9,999999,9,0.04,2,999999,1,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.18,2,999999,9
10,08/07/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,999999,9,999999,9,999999,9,999999,9,0.21,2,0.14,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.22,2,999999,9
10,08/07/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,999999,9,999999,9,999999,9,999999,9,0.09,2,0.16,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.23,2,999999,9
10,15/07/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,16.86,2,37.45,2,999999,9,999999,9,0.13,2,0.18,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.28,2,999999,9
10,15/07/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,20.19,2,37.41,2,999999,9,999999,9,0.11,2,0.15,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.15,2,999999,9
10,22/07/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,16.54,2,37.54,2,999999,9,999999,9,0.19,2,0.33,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.46,2,999999,9
10,22/07/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,20.57,2,37.25,2,999999,9,999999,9,0.14,2,0.13,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.25,2,999999,9
10,29/07/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,14.27,2,37.64,2,999999,9,999999,9,0.33,2,0.94,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.42,2,999999,9
10,29/07/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,21.43,2,37.27,2,999999,9,999999,9,0.09,2,0.08,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.29,2,999999,9
10,05/08/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,15.42,2,37.17,2,999999,9,999999,9,0.2,2,0.07,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.18,2,999999,9
10,05/08/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,22.64,2,36.89,2,999999,9,999999,9,0.23,2,0.05,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.18,2,999999,9
10,12/08/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,16.87,2,37.64,2,999999,9,999999,9,0.09,2,0.09,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.35,2,999999,9
10,12/08/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,22.66,2,37.26,2,999999,9,999999,9,0.12,2,0.15,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.17,2,999999,9
10,19/08/1997,08:30:00,0,inc,F,24,Sola,42.4883,3.145,17.94,2,37.5,2,999999,9,999999,9,0.32,2,0.09,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.32,2,999999,9
10,19/08/1997,08:30:00,0,inc,S,3,Sola,42.4883,3.145,24.75,2,35.09,2,999999,9,999999,9,0.24,2,0.14,2,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,999999,9,0.15,2,999999,9
